,Author,Date,Colour,Verification,Rating,Title,Desc
696,"['Hari Prasad', [...]]","['15 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['cool prdect', [...]]",[['It is a very good prdect and very well Pack']]
697,"['Neeraj  meena', [...]]","['11 August 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Four Stars', [...]]",[['Osmmm phone best phone good looking']]
698,"['Tsewang ', [...]]","['19 April 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone X has very good battery, efficient to manuar and very good looking ...', [...]]","[['iPhone X  has  very good battery, efficient to manuar and very good looking phone, i’m Totally satisfied.']]"
699,"['Sohini', [...]]","['29 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Your money will not go waste. Amazing camera', [...]]","[['This is the phone you should buy if you can afford it. Your money will not go waste. Amazing camera, amazing processor, face ID is top notch and there is no comparison for this phone. Loving it.']]"
700,"['VEDANT A.', [...]]","['15 July 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Better than 8+']]
701,"['Aashutosh Singh', [...]]","['12 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['BEST iPHONE EVER IS iPHONE X', [...]]","[['Hi This is a very good product under Rs82,999 and comes with 1 YEAR WARRANTY  It is the best iphone I have ever seen . it has so much new features and look is amazing. It quality and condition is good. I really loved it. Below are some features and brief description about it.', 'BRIEF DESCRIPTION:-', 'Design and Display', 'How do you create a deeply intelligent device whose enclosure and display are a single, uninterrupted element? That’s the goal we first set for ourselves with the original iPhone. With iPhone X, we’ve achieved it.', 'With iPhone X, the device is the display. An all‑new 5.8‑inch Super Retina screen fills the hand and dazzles the eyes.', 'The display employs new techniques and technology to precisely follow the curves of the design, all the way to the elegantly rounded corners.', 'Front and Back Glass', 'The front and back are all glass - the most durable we’ve ever made, with a strengthening layer that’s 50% deeper. A seven-layer ink process allows for precise hues and opacity, and a reflective optical layer enhances the colors. And an oleophobic coating lets you easily wipe off smudges and fingerprints.', 'Wireless Charging for a Wireless World', 'We’ve always intended iPhone to be a truly wireless device, free from charging cables and headphone cords. With a glass back and an embedded wireless charging system, iPhone X is designed for a wireless future.', 'Water and Dust Resistance', 'iPhone X is precision-engineered at the microscopic level to protect against water, splashes, and dust.', 'OLED Designed for iPhone X', 'The first OLED screen that rises to the standards of iPhone, with accurate, stunning colors, true blacks, high brightness, and a 1,000,000 to 1 contrast ratio', 'Improved Cameras', 'A larger and faster 12MP sensor. A new color filter. Deeper pixels. And a new telephoto camera with OIS.', 'The wide-angle and telephoto cameras on iPhone X enable optical zoom, as well as digital zoom of up to 10x for photos and 6x for videos.', 'Face ID', 'Face ID is enabled by the TrueDepth camera and is simple to set up. It projects and analyzes more than 30,000 invisible dots to create a precise depth map of your face.', 'So Much Technology. In So Little Space', 'The TrueDepth camera system allows you to take amazing photos and enables Face ID. It’s housed in a tiny space at the top of the display, yet within this miniaturized module are some of the most advanced technologies we’ve ever developed.', 'FEATURES:-', '1) 14.73 centimeters (5.8-inch) capacitive touchscreen with 2436 x 1125 pixels resolution', '2) iOS v11.1.1 operating system with 1.3GHz Apple A11 Bionic hexa core processor, 3GB RAM, 64GB internal memory and single SIM', '3) 2716mAH lithium-ion battery', '4) 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase', 'SO IF THIS REVIEW HELPED PLEASE VOTE IT HELPFUL.']]"
702,"['Saasha', [...]]","['30 April 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Epic phone but to expensuve', [...]]",[['Epic phone but very expensive']]
703,"['Nallakumar KC', [...]]","['7 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Nice one!!!']]
704,"['Samarjit', [...]]","['13 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Good', [...]]",[['Very good version']]
705,"['Amazon Customer', [...]]","['11 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Four Stars', [...]]",[['Amazing Phone']]
706,"['Khan_Yaseen', [...]]","['10 June 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Iphone', [...]]",[['Hello this is iPhone x']]
707,"['SUJOY KUMAR DAS', [...]]","['22 December 2017', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome iPhone X', [...]]","[[""The iphone X has come up with some spectacular features and till now is one of the best out all iPhone series. Moreover it's very handy also to carry. But one point has to be mentioned here that battery backup should have been little bit better so far apple is concerned. Outstanding service from the Vendor as the phone received within 24 hours.""]]"
708,"['dev', [...]]","['13 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Does all the multitasking']]
709,"['umapathi', [...]]","['5 August 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Super', [...]]",[['Excellent']]
710,"['Kishorsinh chudasama', [...]]","['17 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Good']]
711,"['MM Rizvi', [...]]","['16 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great deal on Amazon', [...]]","[['Got iphone x on unexpected price at Amazon festive sale. Product is genuine and good', 'Thank you Amazon for this great deal']]"
712,"['Amazon Customer', [...]]","['29 June 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['God', [...]]",[['To munch expensive']]
713,"['Hunny', [...]]","['8 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Apple is the best company in this world']]
714,"['Prasad', [...]]","['21 December 2017', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['The best ever iPhone', [...]]","[[""The bestest iPhone ever. You will be in love with this phone & don't feel like to keep it aside. Smooth performance as always by Apple product and eye catching style and looks. Totally worth the money spent..""]]"
715,"['Meet', [...]]","['9 April 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Please testing for a iPhone x']]
716,"['Amazon Customer', [...]]","['20 March 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['as always apple is the best']]
717,"['abishek', [...]]","['26 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Good product']]
718,"['Niranjan', [...]]","['6 July 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[[]],"['4.0 out of 5 stars', [...]]","['Which is better S9 or iPhone X', [...]]","[['It is a good product but it is not as much greater than even Samsung Galaxy S8 & S9', 'Camera quality is not greater like S8 & S9 series', ""Face I'd is a better security"", 'Sounds not as good as S9 but better than S8', 'Hard to handle because we have to slide it.', 'A person who uses another series of iPhone which is very hard for them to handle..']]"
719,"['Amazon Customer', [...]]","['11 January 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['... delivery by amazon and as always apple is the best no one can defend apple', [...]]",[['Fast delivery by amazon and as always apple is the best no one can defend apple']]
720,"['Amazon Customer', [...]]","['26 February 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Do not waste your money', [...]]","[['This is by far the worst apple product I’ve ever used. You would expect your phone to be helpful in times of distress like an urgent call or message , but this IPhone X will be not unlock or just free maybe right @ that time. Face ID is the worst part about this phone! At night to unlock your phone, you have to get up and show your face with both eyes open for this thing to open. When complained to Apple to take their product back they say either live with it or let’s do diagnostic tests which didn’t help either way. This phone freezes every second day, I’ve never had to restart my phone so many times. I regret buying this phone']]"
721,"['SHUBHAM', [...]]","['3 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Best phone', [...]]",[['Love word is enough for it']]
722,"['Amazon Customer', [...]]","['13 September 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Order', [...]]",[['Order fr me to']]
723,"['Amazon Customer', [...]]","['29 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Five Stars', [...]]",[['Best phone used ever']]
724,"['Shivam', [...]]","['9 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[[]],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Nyc mobile']]
725,"['chandraveer singh', [...]]","['13 April 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Not satisfied with this', [...]]","[['As shown on the Website and on the box of the Iphone the display of the real product is not from edge to edge.', 'Not satisfied with this display, delivered a duplicate product']]"
726,"['Sandeep', [...]]","['23 April 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best of what Apple has to offer today!!', [...]]","[[""It's a beautiful and amazingly fast phone with class leading camera and breathtaking screen, fully loaded with cutting edge tech e.g. AR, IR enabled face lock (which is quick and secure). And don't forget the back up of best app store .."", 'It will remain updated as well with latest of software for times to come, unlike Samsung, LG and Chinese brands...', ""My only gripe is that due the use of glass it's built which is solid otherwise, is brittle. It's a shame to keep such a beautiful phone under cover..."", 'Further I prefer Google Assistant over Siri..', 'My personal experience with Apple service in the past has been a delight opposite to the folklores..']]"
727,"['Mridula satish gupta', [...]]","['26 March 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[[]],"['3.0 out of 5 stars', [...]]","['Suvker', [...]]","[[""The phone x  was the worst phone I ever received . Man it emoji feature is already  available in iPhone 4 's  app store  . This phone was beated by one plus five t  . But as their advertisement says if u don't have an iPhone u don't have an iPhone""]]"
